image_id,baseline_dice,result_dice,delta_dice,selected_positive,selected_negative,selected_boundary
PolypGen__C5_EndoCV2021_C5_50000048,6.506180594278987e-10,0.40445026755332947,0.4044502669027114,KvasirCVC__cvc_54_positive;KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive,KvasirCVC__cvc_210_negative,KvasirCVC__cvc_54_boundary
PolypGen__C4_12_endocv2021_positive_679,6.540222252660044e-10,5.92768223395268e-10,-6.125400187073637e-11,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C2_EndoCV2021_001094,6.548788733518052e-10,6.548788733518052e-10,0.0,,,
PolypGen__C5_EndoCV2021_C5_50000221,6.666666663157628e-10,6.666666663157628e-10,0.0,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C5_EndoCV2021_C5_50000368,6.872852287287401e-10,0.5534858703613281,0.5534858696740429,KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive;KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C2_EndoCV2021_001161,6.930007123706616e-10,5.55247070543885e-10,-1.3775364182677663e-10,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C3_C3_EndoCV2021_00400,6.978366773324751e-10,3.4602076759426836e-09,2.7623709986102085e-09,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C4_10_endocv2021_positive_895,6.988120082596083e-10,0.026383526623249054,0.026383525924437046,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C1_226OLCV1_100H0002,7.097232246344731e-10,7.097232246344731e-10,0.0,,,
PolypGen__C1_176OLCV1_100H0002,7.547169555977007e-10,0.816166877746582,0.8161668769918651,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C1_143OLCV1_100H0018,7.570022941827403e-10,1.0764262814433323e-09,3.1942398726059196e-10,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C2_EndoCV2021_001414,7.610350127862375e-10,0.1786157339811325,0.1786157332200975,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C3_C3_EndoCV2021_00116,7.651109190653926e-10,0.003273323178291321,0.0032733224131804017,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C5_EndoCV2021_C5_50000007,7.745933339187161e-10,7.369196919349008e-10,-3.767364198381529e-11,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C2_EndoCV2021_001188,7.782101074660375e-10,1.8201674889528618e-10,-5.961933585707513e-10,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C1_732OLCV1_100H0012,7.788161782151803e-10,7.604562535235004e-10,-1.8359924691679907e-11,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C2_EndoCV2021_001283,7.806401081111858e-10,0.6875,0.6874999992193599,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C2_EndoCV2021_001217,7.886435393622548e-10,1.3285506028637428e-10,-6.557884790758806e-10,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C4_12_endocv2021_positive_566,7.968127269109004e-10,7.473841545646565e-10,-4.942857234624398e-11,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C5_EndoCV2021_C5_50000269,8.103727688890672e-10,8.038585352920791e-10,-6.514233596988106e-12,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C3_C3_EndoCV2021_0043,8.183306254849754e-10,9.09918085323369e-10,9.158745983839367e-11,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C3_C3_EndoCV2021_0098,8.216926583592965e-10,0.9272727370262146,0.9272727362045219,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C3_C3_EndoCV2021_00228,8.305647836159835e-10,0.953667938709259,0.9536679378786943,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C5_EndoCV2021_C5_50000178,8.305647836159835e-10,0.8711656332015991,0.8711656323710344,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju43kj2pm34f0850l28ahpni_boundary
PolypGen__C5_EndoCV2021_C5_50000313,8.605852142018477e-10,8.116883276620968e-10,-4.8896886539750994e-11,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__cvc_210_negative,KvasirCVC__cvc_96_boundary
PolypGen__C2_EndoCV2021_001347,8.635578363502816e-10,8.718396005136242e-10,8.281764163342586e-12,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C5_EndoCV2021_C5_50000212,8.68055571867643e-10,8.665511086469735e-10,-1.5044632206695496e-12,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C3_C3_EndoCV2021_00453,8.726003253300973e-10,4.773269557389881e-10,-3.9527336959110926e-10,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C4_18_endocv2021_positive_960,8.787346406080587e-10,8.264462891816038e-09,7.385728251207979e-09,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C4_18_endocv2021_positive_1492,8.802816808817227e-10,0.3316831588745117,0.33168315799423004,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju43kj2pm34f0850l28ahpni_boundary
PolypGen__C3_C3_EndoCV2021_0068,8.818342167593585e-10,8.802816808817227e-10,-1.552535877635819e-12,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C4_14_endocv2021_positive_491,8.984725741179034e-10,2.1317415888066904e-10,-6.852984152372343e-10,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C1_962OLCV1_100H0004,9.216589713645362e-10,9.267840384019621e-10,5.125067037425879e-12,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C3_C3_EndoCV2021_0026,9.319663929474586e-10,2.371353946539756e-10,-6.94830998293483e-10,KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive;KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C6_EndoCV2021_C6_0100043,9.910803289159276e-10,0.019607843831181526,0.019607842840101197,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju43kj2pm34f0850l28ahpni_boundary
PolypGen__C5_EndoCV2021_C5_50000227,9.97008919867426e-10,0.8888888955116272,0.8888888945146183,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C1_231OLCV1_100H0010,9.980040127643974e-10,0.8176100850105286,0.8176100840125246,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C4_30_endocv2021_positive_1417,1.0090817070818048e-09,5.678591485924755e-10,-4.4122255848932923e-10,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C2_EndoCV2021_001160,1.0582010823156907e-09,1.1862396620543336e-09,1.2803857973864297e-10,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C2_EndoCV2021_001054,1.0695186958287195e-09,1.1520737697168215e-09,8.255507388810202e-11,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C4_27_endocv2021_positive_975,1.0787486459662432e-09,0.8417508602142334,0.8417508591354848,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C5_EndoCV2021_C5_50000110,1.0940919281665629e-09,1.0330578614770047e-09,-6.103406668955813e-11,KvasirCVC__cvc_54_positive;KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju43kj2pm34f0850l28ahpni_boundary
PolypGen__C2_EndoCV2021_001165,1.1248594278256974e-09,1.5923566909492592e-09,4.674972631235619e-10,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju43kj2pm34f0850l28ahpni_boundary
PolypGen__C2_EndoCV2021_001352,1.1574073921494232e-09,0.9737324118614197,0.9737324107040123,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C5_EndoCV2021_C5_50000010,1.1600927996013866e-09,0.8119891285896301,0.8119891274295373,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C5_EndoCV2021_C5_50000113,1.1627906415512257e-09,0.6802610158920288,0.6802610147292382,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C3_C3_EndoCV2021_00185,1.1778562569730866e-09,0.9544603824615479,0.9544603812836916,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C5_EndoCV2021_C5_50000011,1.2077294719858855e-09,0.007911629043519497,0.007911627835790025,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C5_EndoCV2021_C5_50000066,1.2135922267120236e-09,2.9498525844218193e-09,1.7362603577097957e-09,KvasirCVC__cvc_54_positive;KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C4_23_endocv2021_positive_1084,1.2376237812361524e-09,1.2499999924031613e-09,1.2376211167008933e-11,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C5_EndoCV2021_C5_50000276,1.2562814122318855e-09,0.24182015657424927,0.24182015531796786,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C3_C3_EndoCV2021_0044,1.288659845499751e-09,0.8203677535057068,0.8203677522170469,KvasirCVC__cvc_54_positive;KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive,KvasirCVC__cvc_210_negative,KvasirCVC__cvc_96_boundary
PolypGen__C5_EndoCV2021_C5_50000270,1.3245032848274718e-09,0.8578312993049622,0.8578312979804589,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C4_18_endocv2021_positive_908,1.3333333326315255e-09,0.8266666531562805,0.8266666518229472,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C6_EndoCV2021_C6_0100059,1.347708944443582e-09,7.241129362789422e-10,-6.235960081646397e-10,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C1_442OLCV1_100H0002,1.3869625448137413e-09,1.3869625448137413e-09,0.0,,,
PolypGen__C2_EndoCV2021_001039,1.3869625448137413e-09,6.802721164156367e-10,-7.066904283981046e-10,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C3_C3_EndoCV2021_00343,1.4347202315079244e-09,0.7216196656227112,0.721619664187991,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C4_28_endocv2021_positive_545,1.4684288229815934e-09,3.020235450623687e-10,-1.1664052779192247e-09,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C6_EndoCV2021_C6_0100030,1.4925373159613287e-09,0.8714893460273743,0.871489344534837,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C3_C3_EndoCV2021_00345,1.494768309129313e-09,1.4792899127868964e-09,-1.5478396342416545e-11,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C6_EndoCV2021_C6_0100102,1.4992503905020271e-09,1.3531800124866322e-09,-1.460703780153949e-10,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju0tl3uz8blh0993wxvn7ly3_boundary
PolypGen__C2_EndoCV2021_001356,1.5197568759006685e-09,0.9564444422721863,0.9564444407524294,KvasirCVC__cvc_54_positive;KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive,KvasirCVC__cvc_210_negative,KvasirCVC__cvc_96_boundary
PolypGen__C5_EndoCV2021_C5_50000277,1.522070025572475e-09,1.4164306394448545e-09,-1.0563938612762058e-10,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C5_EndoCV2021_C5_50000111,1.5432098932066651e-09,0.5903930068016052,0.5903930052583953,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C4_29_endocv2021_positive_39,1.5600624125866602e-09,1.4684288229815934e-09,-9.163358960506685e-11,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C2_EndoCV2021_001268,1.5748031767515158e-09,0.2792651057243347,0.27926510414953154,KvasirCVC__cvc_54_positive;KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__cvc_154_boundary
PolypGen__C2_EndoCV2021_001163,1.587301623473536e-09,0.8394863605499268,0.8394863589626251,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju43kj2pm34f0850l28ahpni_boundary
PolypGen__C4_27_endocv2021_positive_289,1.587301623473536e-09,0.12080668658018112,0.1208066849928795,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C4_16_endocv2021_positive_498,1.6077170705841581e-09,1.597444065914999e-09,-1.0273004669159036e-11,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C2_EndoCV2021_001035,1.652892600567668e-09,1.0493179658510599e-09,-6.035746347166082e-10,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C5_EndoCV2021_C5_50000255,1.652892600567668e-09,1.661129567231967e-09,8.236966664298961e-12,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C2_EndoCV2021_001384,1.6750418829758473e-09,0.880064845085144,0.8800648434101022,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C2_EndoCV2021_001064,1.700680263283516e-09,1.6806722680229313e-09,-2.000799526058472e-11,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C5_EndoCV2021_C5_50000049,1.7793594375703492e-09,0.8753246665000916,0.8753246647207321,KvasirCVC__cvc_54_positive;KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive,KvasirCVC__cvc_210_negative,KvasirCVC__cvc_54_boundary
PolypGen__C3_C3_EndoCV2021_00332,1.8382353417223385e-09,1.8148820224439532e-09,-2.3353319278385243e-11,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C1_144OLCV1_100H0024,1.8587360539612519e-09,1.8450184713358908e-09,-1.3717582625361047e-11,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C1_642OLCV1_100H0012,1.886792500016554e-09,0.914893627166748,0.9148936252799555,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C2_EndoCV2021_001057,1.890359202505465e-09,2.1043770892514857e-10,-1.6799214935803164e-09,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__kvasir_cju33w4sdcivk0855x879zht7_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju2zp89k9q1g0855k1x0f1xa_boundary
PolypGen__C3_C3_EndoCV2021_0038,1.890359202505465e-09,1.8315018945891381e-10,-1.7072090130465511e-09,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_54_positive,KvasirCVC__cvc_210_negative,KvasirCVC__cvc_96_boundary
PolypGen__C4_21_endocv2021_positive_1482,1.9267822892743425e-09,0.14073918759822845,0.14073918567144617,KvasirCVC__kvasir_cju3u39fog1bo0871lxjrabks_positive;KvasirCVC__cvc_444_positive,KvasirCVC__kvasir_cju87vqa0ndwg0850onjdz7ol_negative,KvasirCVC__kvasir_cju43kj2pm34f0850l28ahpni_boundary
